Disposition,OffenderStatus,Offender_Race,Offender_Gender,Offender_Age,PersonType,Victim_Race,Victim_Gender,Victim_Age,Victim_Fatal_Status,Report Type,Category
CLOSED,ARRESTED,BLACK,MALE,56,VICTIM,WHITE,MALE,70,Non-fatal,Supplemental Report,Theft
OPEN,ARRESTED,WHITE,MALE,43,VICTIM,BLACK,FEMALE,31,Non-fatal,Incident Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,40,VICTIM,BLACK,MALE,67,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,16,VICTIM,BLACK,MALE,36,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,17,VICTIM,BLACK,MALE,36,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,46,VICTIM,BLACK,FEMALE,51,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,51,VICTIM,BLACK,FEMALE,46,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,45,VICTIM,BLACK,FEMALE,39,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,45,VICTIM,BLACK,FEMALE,39,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,UNKNOWN,FEMALE,48,VICTIM,BLACK,FEMALE,48,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,19,VICTIM,WHITE,FEMALE,21,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,15,VICTIM,WHITE,FEMALE,13,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,45,VICTIM,BLACK,FEMALE,43,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,50,VICTIM,BLACK,FEMALE,41,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,16,VICTIM,BLACK,MALE,15,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,39,VICTIM,BLACK,MALE,51,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,34,VICTIM,BLACK,FEMALE,34,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,34,VICTIM,BLACK,FEMALE,34,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,42,VICTIM,BLACK,MALE,21,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,39,VICTIM,BLACK,MALE,34,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,WHITE,FEMALE,33,VICTIM,WHITE,FEMALE,39,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,UNKNOWN,FEMALE,44,VICTIM,UNKNOWN,FEMALE,23,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,36,VICTIM,BLACK,FEMALE,34,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,25,VICTIM,BLACK,FEMALE,29,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,25,VICTIM,BLACK,FEMALE,29,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,36,VICTIM,BLACK,FEMALE,56,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,49,VICTIM,BLACK,FEMALE,48,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,49,VICTIM,BLACK,FEMALE,48,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,28,VICTIM,BLACK,MALE,44,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,28,VICTIM,BLACK,MALE,44,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,22,VICTIM,BLACK,FEMALE,47,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,FEMALE,45,VICTIM,WHITE,MALE,25,Non-fatal,Incident Report,Violence
OPEN,ARRESTED,BLACK,MALE,34,VICTIM,WHITE,MALE,52,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,43,VICTIM,WHITE,FEMALE,54,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,34,VICTIM,WHITE,MALE,27,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,31,VICTIM,BLACK,FEMALE,39,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,20,VICTIM,BLACK,MALE,23,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,23,VICTIM,BLACK,MALE,20,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,42,VICTIM,BLACK,FEMALE,40,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,28,VICTIM,BLACK,MALE,28,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,28,VICTIM,WHITE,MALE,29,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,32,VICTIM,BLACK,MALE,41,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,32,VICTIM,BLACK,FEMALE,28,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,35,VICTIM,UNKNOWN,FEMALE,31,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,35,VICTIM,BLACK,FEMALE,26,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,35,VICTIM,BLACK,FEMALE,26,Non-fatal,Supplemental Report,Violence
OPEN,ARRESTED,BLACK,MALE,41,VICTIM,BLACK,MALE,25,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,WHITE,FEMALE,26,VICTIM,BLACK,FEMALE,66,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,28,VICTIM,BLACK,FEMALE,30,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,65,VICTIM,BLACK,FEMALE,58,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,28,VICTIM,BLACK,FEMALE,30,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,32,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,32,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,32,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,32,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,32,Non-fatal,Supplemental Report,Vandalism
OPEN,ARRESTED,BLACK,MALE,64,VICTIM,BLACK,MALE,57,Non-fatal,Incident Report,Vandalism
OPEN,ARRESTED,BLACK,MALE,64,VICTIM,BLACK,MALE,57,Non-fatal,Incident Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,63,VICTIM,BLACK,FEMALE,60,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,19,VICTIM,BLACK,MALE,17,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,29,VICTIM,BLACK,FEMALE,9,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,19,VICTIM,BLACK,FEMALE,29,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,47,VICTIM,BLACK,MALE,48,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,14,VICTIM,BLACK,FEMALE,36,Non-fatal,Incident Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,44,VICTIM,BLACK,FEMALE,30,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,44,VICTIM,BLACK,FEMALE,30,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,24,VICTIM,BLACK,FEMALE,21,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,24,VICTIM,BLACK,FEMALE,21,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,33,VICTIM,BLACK,MALE,46,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,33,VICTIM,BLACK,MALE,46,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,33,VICTIM,BLACK,MALE,46,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,33,VICTIM,BLACK,MALE,46,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,33,VICTIM,BLACK,MALE,46,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,61,VICTIM,BLACK,FEMALE,58,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,61,VICTIM,BLACK,FEMALE,58,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,61,VICTIM,BLACK,MALE,64,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,61,VICTIM,BLACK,MALE,64,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,61,VICTIM,BLACK,MALE,64,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,61,VICTIM,BLACK,MALE,64,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,21,VICTIM,BLACK,FEMALE,19,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,44,VICTIM,BLACK,FEMALE,34,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,20,VICTIM,BLACK,FEMALE,18,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,48,VICTIM,BLACK,FEMALE,44,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,48,VICTIM,BLACK,FEMALE,44,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,48,VICTIM,BLACK,FEMALE,44,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,48,VICTIM,BLACK,FEMALE,44,Non-fatal,Incident Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,48,VICTIM,BLACK,FEMALE,44,Non-fatal,Incident Report,Vandalism
CLOSED,ARRESTED,WHITE,MALE,33,VICTIM,WHITE,MALE,52,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,33,VICTIM,BLACK,FEMALE,32,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,33,VICTIM,BLACK,FEMALE,32,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,55,VICTIM,BLACK,FEMALE,71,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,65,VICTIM,BLACK,FEMALE,71,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,44,VICTIM,BLACK,FEMALE,34,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,44,VICTIM,BLACK,FEMALE,34,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,44,VICTIM,BLACK,FEMALE,12,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,25,VICTIM,BLACK,FEMALE,22,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,25,VICTIM,BLACK,FEMALE,22,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,25,VICTIM,BLACK,FEMALE,22,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,25,VICTIM,BLACK,FEMALE,23,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,25,VICTIM,BLACK,FEMALE,23,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,FEMALE,41,VICTIM,BLACK,MALE,34,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,FEMALE,41,VICTIM,BLACK,MALE,34,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,54,VICTIM,BLACK,MALE,58,Non-fatal,Incident Report,Violence
OPEN,ARRESTED,BLACK,FEMALE,37,VICTIM,BLACK,FEMALE,57,Non-fatal,Incident Report,Violence
OPEN,ARRESTED,BLACK,FEMALE,57,VICTIM,BLACK,FEMALE,37,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,26,VICTIM,BLACK,FEMALE,31,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,22,VICTIM,BLACK,MALE,32,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,40,VICTIM,BLACK,FEMALE,36,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,36,VICTIM,BLACK,FEMALE,40,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,33,VICTIM,BLACK,FEMALE,58,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,44,VICTIM,WHITE,MALE,39,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,WHITE,MALE,44,VICTIM,WHITE,MALE,39,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,49,VICTIM,BLACK,MALE,59,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,UNKNOWN,FEMALE,43,VICTIM,BLACK,FEMALE,56,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,UNKNOWN,FEMALE,23,VICTIM,BLACK,FEMALE,31,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,56,VICTIM,UNKNOWN,FEMALE,23,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,31,VICTIM,UNKNOWN,FEMALE,43,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,38,VICTIM,BLACK,FEMALE,29,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,38,VICTIM,BLACK,FEMALE,29,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,58,VICTIM,BLACK,MALE,52,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,58,VICTIM,WHITE,FEMALE,31,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,39,VICTIM,BLACK,MALE,33,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,15,VICTIM,BLACK,MALE,18,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,31,VICTIM,BLACK,FEMALE,30,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,31,VICTIM,BLACK,FEMALE,30,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,30,VICTIM,BLACK,MALE,32,Non-fatal,Supplemental Report,Violence
OPEN,ARRESTED,BLACK,MALE,30,VICTIM,BLACK,FEMALE,30,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,23,VICTIM,BLACK,MALE,29,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,28,VICTIM,BLACK,FEMALE,33,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,28,VICTIM,BLACK,FEMALE,33,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,56,VICTIM,BLACK,MALE,45,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,56,VICTIM,BLACK,FEMALE,45,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,56,VICTIM,BLACK,FEMALE,45,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,49,VICTIM,BLACK,FEMALE,48,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,49,VICTIM,BLACK,FEMALE,48,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,56,VICTIM,BLACK,FEMALE,45,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,56,VICTIM,BLACK,FEMALE,45,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,35,VICTIM,BLACK,FEMALE,41,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,35,VICTIM,BLACK,FEMALE,41,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,42,VICTIM,WHITE,FEMALE,27,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,42,VICTIM,BLACK,FEMALE,59,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,31,VICTIM,BLACK,MALE,45,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,30,VICTIM,BLACK,FEMALE,42,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,21,VICTIM,BLACK,FEMALE,21,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,20,VICTIM,BLACK,FEMALE,19,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,20,VICTIM,BLACK,FEMALE,19,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,21,VICTIM,WHITE,FEMALE,80,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,54,VICTIM,BLACK,FEMALE,37,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,45,VICTIM,WHITE,MALE,67,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,44,VICTIM,BLACK,FEMALE,22,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,44,VICTIM,BLACK,FEMALE,22,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,34,VICTIM,BLACK,FEMALE,35,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,33,VICTIM,WHITE,FEMALE,34,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,33,VICTIM,WHITE,MALE,46,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,38,VICTIM,BLACK,FEMALE,38,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,38,VICTIM,BLACK,FEMALE,38,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,38,VICTIM,BLACK,FEMALE,38,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,36,VICTIM,ASIAN,MALE,45,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,28,VICTIM,BLACK,FEMALE,24,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,28,VICTIM,BLACK,FEMALE,24,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,24,VICTIM,UNKNOWN,FEMALE,52,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,24,VICTIM,UNKNOWN,FEMALE,52,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,24,VICTIM,BLACK,FEMALE,31,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,MALE,33,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,MALE,33,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,49,VICTIM,BLACK,MALE,24,Non-fatal,Incident Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,49,VICTIM,BLACK,FEMALE,54,Non-fatal,Incident Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,25,VICTIM,BLACK,FEMALE,26,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,25,VICTIM,BLACK,FEMALE,26,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,31,VICTIM,BLACK,FEMALE,22,Non-fatal,Incident Report,Violence
OPEN,ARRESTED,WHITE,MALE,45,VICTIM,BLACK,MALE,32,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,35,VICTIM,BLACK,MALE,48,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,24,VICTIM,BLACK,FEMALE,23,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,24,VICTIM,BLACK,FEMALE,23,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,75,VICTIM,WHITE,MALE,29,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,51,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,51,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,51,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,45,VICTIM,BLACK,FEMALE,56,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,45,VICTIM,BLACK,FEMALE,56,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,MALE,55,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,29,VICTIM,BLACK,FEMALE,27,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,21,VICTIM,BLACK,FEMALE,23,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,21,VICTIM,BLACK,FEMALE,23,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,41,VICTIM,BLACK,MALE,49,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,20,VICTIM,BLACK,MALE,23,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,23,VICTIM,BLACK,MALE,24,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,23,VICTIM,BLACK,MALE,24,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,23,VICTIM,BLACK,MALE,24,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,23,VICTIM,BLACK,MALE,24,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,28,VICTIM,BLACK,FEMALE,62,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,28,VICTIM,BLACK,FEMALE,23,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,40,VICTIM,BLACK,FEMALE,18,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,40,VICTIM,BLACK,FEMALE,18,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,40,VICTIM,BLACK,FEMALE,18,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,30,VICTIM,BLACK,MALE,65,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,49,VICTIM,BLACK,FEMALE,46,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,15,VICTIM,BLACK,FEMALE,48,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,11,VICTIM,BLACK,FEMALE,48,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,22,VICTIM,BLACK,FEMALE,48,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,16,VICTIM,WHITE,FEMALE,34,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,23,VICTIM,WHITE,MALE,55,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,23,VICTIM,WHITE,MALE,55,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,23,VICTIM,WHITE,MALE,53,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,28,VICTIM,BLACK,FEMALE,23,Non-fatal,Supplemental Report,Theft
OPEN,ARRESTED,BLACK,MALE,18,VICTIM,UNKNOWN,MALE,38,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,21,VICTIM,BLACK,FEMALE,19,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,21,VICTIM,BLACK,FEMALE,17,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,55,VICTIM,BLACK,MALE,64,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,34,VICTIM,BLACK,FEMALE,32,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,24,VICTIM,BLACK,MALE,33,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,39,VICTIM,BLACK,FEMALE,35,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,39,VICTIM,BLACK,FEMALE,35,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,33,VICTIM,WHITE,FEMALE,40,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,33,VICTIM,WHITE,FEMALE,40,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,33,VICTIM,WHITE,MALE,41,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,33,VICTIM,BLACK,FEMALE,29,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,33,VICTIM,BLACK,FEMALE,29,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,33,VICTIM,BLACK,FEMALE,29,Non-fatal,Supplemental Report,Theft
OPEN,ARRESTED,BLACK,MALE,30,VICTIM,BLACK,FEMALE,41,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,18,VICTIM,WHITE,MALE,40,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,18,VICTIM,WHITE,MALE,63,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,25,VICTIM,BLACK,MALE,19,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,18,VICTIM,WHITE,MALE,34,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,18,VICTIM,WHITE,MALE,56,Non-fatal,Supplemental Report,Theft
